,Time,Depth,Distance,Root Mean Square,Azimuthal Gap,Magnitude,Waveform
439,1293501599790,2.433,0.00287,0.17,114.0,0.6,mh
440,1293501575720,9.339,0.04955,0.09,90.0,0.68,md
441,1293501548990,3.903,0.009256,0.19,45.0,2.16,ml
442,1293501459740,2.783,0.009891,0.07,134.0,0.7,mh
443,1293501184130,3.333,0.01225,0.13,78.0,1.27,ml
444,1293499581710,0.923,0.02354,0.09,79.0,0.6,mh
445,1293499297880,4.655,0.09369,0.03,118.0,1.5,md
446,1293499267300,2.133,0.004957,0.12,107.0,0.5,mh
447,1293499252970,2.833,0.0065,0.16,47.0,1.49,ml
448,1293499141600,11.899,0.05045,0.15,175.0,0.4,md
449,1293499121750,3.893,0.009386,0.17,108.0,1.44,ml
450,1293498296030,12.207,0.03694,0.05,84.0,0.85,md
451,1293498101300,9.909,0.03063,0.23,44.0,0.92,md
452,1293497594130,6.452,0.05398,0.09,184.0,0.98,ml
453,1293496920330,0.473,0.02513,0.07,80.0,0.82,ml
454,1293496769200,1.788,0.007207,0.05,93.0,0.52,md
455,1293494855800,2.743,0.002703,0.04,76.0,0.47,md
456,1293493977560,-0.856,0.01171,0.11,132.0,0.78,md
457,1293493755990,1.538,0.01081,0.04,62.0,0.89,md
458,1293493435730,2.983,0.009663,0.07,132.0,1.0,mh
459,1293493277850,3.843,0.009504,0.11,113.0,1.17,ml
460,1293491945830,1.81,0.007207,0.06,80.0,0.41,md
461,1293491151970,2.823,0.1004,0.04,222.0,0.69,ml
462,1293490365690,7.836,0.02342,0.04,60.0,1.08,md
463,1293489208350,8.367,0.02316,0.09,180.0,0.0,ml
464,1293488559890,3.363,0.09924,0.09,225.0,0.81,ml
465,1293484744030,2.377,0.004505,0.04,71.0,0.5,md
466,1293484386620,6.024,0.006306,0.07,27.0,1.37,md
467,1293483894220,5.658,0.01532,0.73,128.0,0.59,md
468,1293483767410,2.197,0.003604,0.07,50.0,1.09,md
469,1293479995200,7.456,0.1141,0.17,129.0,1.31,ml
470,1293479402950,5.534,0.03503,0.18,86.0,1.84,ml
471,1293477783510,2.097,0.01892,0.03,184.0,0.32,md
472,1293477718770,1.185,0.004505,0.02,132.0,0.56,md
473,1293477324480,4.832,0.0226,0.19,42.0,1.51,ml
474,1293476702780,2.763,0.002703,0.06,112.0,0.45,md
475,1293476474830,16.293,0.08377,0.12,97.0,0.63,ml
476,1293474608760,5.738,0.03153,0.04,253.0,0.93,md
477,1293474128020,5.349,0.02523,0.03,85.0,0.8,md
478,1293473437910,-0.027,0.02984,0.19,49.0,0.93,ml
479,1293472805720,-1.107,0.03461,0.21,51.0,1.22,ml
480,1293472044500,1.233,0.02865,0.13,55.0,0.75,ml
481,1293471762560,1.45,0.009009,0.09,71.0,0.8,md
482,1293470425920,-0.76,0.01171,0.3,107.0,0.91,md
483,1293465781750,0.589,0.00991,0.06,79.0,0.98,md
484,1293465124780,2.421,0.007207,0.06,39.0,1.05,md
485,1293464624310,1.39,0.005405,0.06,65.0,0.86,md
486,1293464347740,3.937,0.006306,0.11,71.0,0.82,md
487,1293464089290,8.362,0.09279,0.15,89.0,2.04,md
488,1293463441280,4.498,0.01261,0.09,113.0,0.66,md
489,1293462505470,2.064,0.00991,0.05,60.0,0.88,md
490,1293460924500,9.811,0.01802,0.08,80.0,1.03,md
491,1293460868080,5.868,0.008483,0.16,66.0,1.06,ml
492,1293460572100,1.249,0.02072,0.04,76.0,0.52,md
493,1293459965720,1.517,0.00991,0.05,79.0,0.87,md
494,1293459688840,0.057,0.08649,0.03,200.0,0.4,md
495,1293458426420,1.182,0.01441,0.04,131.0,0.43,md
496,1293458081370,1.534,0.006306,0.07,37.0,1.33,md
497,1293457723840,8.914,0.01802,0.04,68.0,0.79,md
498,1293457160680,2.526,0.1354,0.14,117.0,1.13,ml
499,1293456577530,2.276,0.01081,0.04,91.0,0.66,md
500,1293455712870,4.489,0.008108,0.0,271.0,0.58,md
501,1293455218810,0.84,0.007207,0.02,93.0,0.52,md
502,1293453343710,2.33,0.009009,0.05,183.0,0.87,md
503,1293453103170,-0.841,0.01171,0.01,148.0,0.28,md
504,1293452813220,9.899,0.01532,0.08,37.0,1.91,md
505,1293452787680,-0.518,0.007207,0.0,126.0,0.52,md
506,1293452669340,9.594,0.01712,0.09,37.0,1.68,md
507,1293452264480,9.794,0.01982,0.09,63.0,1.01,md
508,1293451910790,9.869,0.01622,0.07,37.0,1.78,md
509,1293450784320,1.664,0.01532,0.09,50.0,1.13,md
510,1293450701860,8.854,0.01622,0.04,72.0,0.44,md
511,1293448854500,0.564,0.006306,0.06,30.0,1.97,md
512,1293448834450,0.698,0.01081,0.02,134.0,0.43,md
513,1293448681030,1.757,0.00991,0.06,73.0,0.88,md
514,1293447903100,1.594,0.006306,0.05,89.0,0.81,md
515,1293446592400,-2.777,0.00991,0.14,99.0,-0.24,md
516,1293446087910,3.79,0.155,0.08,133.0,1.34,ml
517,1293446072330,5.625,0.05135,0.07,63.0,1.88,md
518,1293445104980,2.839,0.007207,0.05,116.0,1.3,md
519,1293443026240,3.644,0.07207,0.07,98.0,1.31,md
520,1293442104630,6.05,0.1183,0.14,110.0,1.01,ml
521,1293441666900,15.528,0.09407,0.13,117.0,0.92,ml
522,1293441285510,1.305,0.01081,0.06,124.0,0.99,md
523,1293440128888,12.5,0.117,0.0959,137.09,1.1,ml
524,1293439178970,11.625,0.08319,0.15,36.0,1.02,ml
525,1293438352614,14.3,0.04,0.1515,185.89,0.3,ml
526,1293435661560,14.358,0.08649,0.19,164.0,1.46,md
527,1293434476760,3.833,0.04241,0.21,85.0,1.21,ml
528,1293434104160,10.639,0.04791,0.14,114.0,0.55,ml
529,1293431023820,2.953,0.2324,0.01,298.0,1.0,md
530,1293430804550,7.723,0.08327,0.18,32.0,1.15,ml
531,1293429003855,8.4,0.43,0.1695,144.39,2.1,ml
532,1293428862490,7.754,0.1203,0.06,219.0,0.7,mh
533,1293428016090,8.653,0.09608,0.2,33.0,1.32,ml
534,1293427233220,-0.811,0.02252,0.04,204.0,0.18,md
535,1293427204210,0.909,0.00991,0.04,77.0,0.37,md
536,1293426643390,1.474,0.003604,0.05,54.0,0.52,md
537,1293426500550,5.321,0.02162,0.03,67.0,0.03,md
538,1293426183130,0.283,0.01712,0.02,107.0,0.18,md
539,1293426053820,-0.82,0.04685,0.09,127.0,1.89,md
540,1293426034740,2.39,0.02613,0.04,77.0,0.54,md
541,1293425836220,2.205,0.127,0.1,73.0,1.52,ml
542,1293425792310,2.427,0.003604,0.06,31.0,1.51,md
543,1293425744000,3.587,0.09566,0.19,83.0,1.79,ml
544,1293425665220,8.096,0.03194,0.14,133.0,0.86,ml
545,1293424919200,2.635,0.007207,0.06,85.0,0.91,md
546,1293423835750,1.049,0.004505,0.05,41.0,1.27,md
547,1293423832220,0.999,0.007207,0.07,36.0,1.64,md
548,1293418374440,3.34,0.01712,0.01,145.0,0.74,md
549,1293418351260,3.306,0.01532,0.06,75.0,1.51,md
550,1293418286360,3.256,0.01441,0.06,75.0,1.18,md
551,1293415671700,1.618,0.005405,0.02,97.0,0.55,md
552,1293415664910,1.595,0.01081,0.05,85.0,0.59,md
553,1293415214580,0.113,0.008645,0.09,100.0,0.7,mh
554,1293415154200,1.534,0.003604,0.04,61.0,0.69,md
555,1293414041860,5.709,0.141,0.22,45.0,1.5,ml
556,1293413597490,8.88,0.1113,0.17,66.0,1.13,ml
557,1293412620030,1.102,0.006306,0.07,180.0,0.45,md
558,1293412398700,8.373,0.07219,0.08,265.0,0.44,ml
559,1293411532820,13.358,0.0418,0.12,65.0,0.66,ml
560,1293410629430,2.809,0.01441,0.05,87.0,0.26,md
561,1293410257890,1.835,0.01081,0.07,63.0,1.58,md
562,1293409864200,-0.869,0.01712,0.03,180.0,0.53,md
563,1293409855010,2.215,0.006306,0.02,82.0,0.32,md
564,1293408499350,10.817,0.06742,0.1,137.0,0.29,ml
565,1293407911970,6.529,0.02457,0.09,129.0,0.66,ml
566,1293407420870,10.446,0.01622,0.1,50.0,1.84,md
567,1293407250510,3.113,0.008852,0.09,134.0,0.8,mh
568,1293407095790,9.296,0.113,0.19,61.0,1.03,ml
569,1293406602450,0.896,0.002703,0.04,82.0,0.36,md
570,1293405365650,9.39,0.04685,0.04,250.0,1.39,md
571,1293405157070,4.187,0.009009,0.05,151.0,0.47,md
572,1293404714790,9.532,0.03243,0.11,50.0,1.45,md
573,1293403736320,9.332,0.02613,0.19,71.0,1.52,md
574,1293402417450,0.989,0.03423,0.1,95.0,1.71,md
575,1293402292330,8.122,0.03243,0.16,90.0,1.27,md
576,1293402251300,6.279,0.02384,0.06,127.0,-0.05,ml
577,1293402160670,3.187,0.03333,0.01,205.0,0.49,md
578,1293401925900,4.923,0.02613,0.04,113.0,0.56,md
579,1293401135470,1.59,0.003604,0.06,71.0,0.74,md
580,1293401047310,1.365,0.00991,0.08,62.0,1.05,md
581,1293400338160,4.678,0.03784,0.03,150.0,0.88,md
582,1293400251630,7.029,0.01976,0.17,73.0,1.39,ml
583,1293399431230,-0.696,0.03694,0.15,88.0,0.68,md
584,1293399224040,2.476,0.002703,0.04,113.0,0.19,md
585,1293395075800,3.19,0.1207,0.16,31.0,2.52,ml
586,1293394985890,3.409,0.04383,0.1,165.0,0.5,mh
587,1293393358450,-0.717,0.01532,0.05,109.0,0.47,md
588,1293392858690,1.929,0.009009,0.03,152.0,0.5,md
589,1293390358580,15.192,0.062,0.12,50.0,1.26,ml
590,1293389589280,3.207,0.03982,0.1,99.0,0.6,mh
591,1293389226190,4.127,0.09168,0.19,59.0,1.66,ml
592,1293388744950,9.346,0.1459,0.09,98.0,1.85,md
593,1293388617890,0.304,0.00991,0.03,95.0,0.11,md
594,1293388548300,0.704,0.01622,0.09,128.0,0.56,md
595,1293388122990,0.824,0.01532,0.1,138.0,0.69,md
596,1293387079940,0.843,0.01899,0.07,94.0,0.7,ml
597,1293386381660,-0.446,0.01802,0.06,153.0,0.32,md
598,1293385883640,3.577,0.04608,0.03,206.0,0.4,mh
599,1293383663520,3.286,0.005405,0.07,35.0,1.4,md
600,1293383001690,-0.831,0.01441,0.05,88.0,0.56,md
601,1293382251850,6.589,0.02365,0.09,103.0,0.86,ml
602,1293380572300,11.007,0.1519,0.15,84.0,0.73,ml
603,1293378333280,0.746,0.009009,0.05,152.0,0.54,md
604,1293377125800,6.693,0.04505,0.06,79.0,1.02,md
605,1293377019270,7.815,0.04685,0.11,65.0,2.83,md
606,1293376502170,2.456,0.003604,0.05,99.0,0.53,md
607,1293376242760,0.283,0.02002,0.09,153.0,0.5,mh
608,1293374909030,6.682,0.1126,0.15,84.0,1.45,ml
609,1293374881350,7.249,0.02259,0.12,102.0,0.91,ml
610,1293373845317,6.2,0.152,0.1488,129.36,1.5,ml
611,1293373728260,1.345,0.01712,0.02,175.0,0.43,md
612,1293373623148,0.5,0.134,0.1649,87.17,0.9,mb
613,1293372764880,-0.762,0.004505,0.19,159.0,0.59,md
614,1293372309680,0.769,0.00991,0.06,50.0,1.7,md
615,1293371009530,1.483,0.02115,0.07,80.0,0.94,ml
616,1293370800400,6.55,0.05586,0.09,56.0,1.4,md
617,1293370770860,1.719,0.01351,0.03,57.0,0.26,md
618,1293369449470,1.622,0.002703,0.06,54.0,1.24,md
619,1293367930200,11.024,0.116,0.17,66.0,0.97,ml
620,1293367431880,3.634,0.2874,0.16,274.0,1.74,md
621,1293367085920,2.57,0.009009,0.06,49.0,1.18,md
622,1293367051280,-0.998,0.02883,0.07,86.0,0.95,md
623,1293365648170,1.809,0.006306,0.02,147.0,0.46,md
624,1293364276575,13.3,0.09,0.0067,241.81,0.6,ml
625,1293362693740,0.0,0.192,0.1198,152.13,1.4,ml
626,1293362193620,7.802,0.04865,0.12,75.0,0.53,md
627,1293359146180,2.798,0.006306,0.06,46.0,1.73,md
628,1293359051480,1.529,0.01441,0.01,141.0,0.69,md
629,1293357248520,6.059,0.05581,0.15,42.0,1.45,ml
630,1293356841220,-0.707,0.02432,0.06,250.0,0.42,md
631,1293356317430,4.135,0.08112,0.11,126.0,0.95,ml
632,1293355062320,1.588,0.01622,0.05,82.0,0.82,md
633,1293354771660,9.941,0.1188,0.21,180.0,0.87,ml
634,1293353480480,4.489,0.01532,0.06,129.0,0.55,md
635,1293346692310,1.62,0.005405,0.06,41.0,1.15,md
636,1293346472450,7.764,0.0295,0.22,81.0,0.94,ml
637,1293346289380,0.524,0.01081,0.08,70.0,0.78,md
638,1293346163700,1.304,0.01171,0.04,69.0,0.33,md
639,1293345952980,13.868,0.08392,0.15,80.0,0.98,ml
640,1293344169240,1.478,0.007207,0.01,110.0,0.46,md
641,1293343605650,1.382,0.003604,0.04,107.0,0.07,md
642,1293343374950,2.164,0.03153,0.04,83.0,1.95,md
643,1293342949540,3.077,0.09009,0.02,132.0,1.63,md
644,1293342887590,1.034,0.01171,0.02,131.0,0.43,md
645,1293338972980,3.299,0.03333,0.1,62.0,0.89,md
646,1293338601380,2.143,0.01351,0.08,106.0,0.28,md
647,1293338187080,2.91,0.007207,0.05,91.0,0.32,md
648,1293338124870,2.918,0.004505,0.06,61.0,0.94,md
649,1293337124204,0.0,0.367,0.1589,221.89,1.9,ml
650,1293335254390,1.332,0.002703,0.03,157.0,0.35,md
651,1293333976180,3.02,0.008108,0.07,40.0,1.89,md
652,1293333667900,5.379,0.08468,0.19,49.0,1.85,md
653,1293333243130,-0.588,0.03874,0.19,138.0,1.02,md
654,1293331677390,3.08,0.006306,0.04,128.0,0.22,md
655,1293329895460,1.31,0.004505,0.05,109.0,0.89,md
656,1293329600520,24.615,0.1279,0.12,101.0,2.11,md
657,1293329271070,10.211,0.08018,0.02,129.0,0.97,md
658,1293329086810,-0.253,0.09189,0.09,145.0,1.65,md
659,1293328523400,4.304,0.008108,0.06,267.0,0.92,md
660,1293328296900,5.062,0.06486,0.04,117.0,0.8,md
661,1293328105920,1.384,0.03333,0.02,191.0,-0.06,md
662,1293325937180,1.081,0.01261,0.01,146.0,0.19,md
663,1293323247310,-0.722,0.009009,0.0,135.0,0.69,md
664,1293322416310,1.499,0.005405,0.06,35.0,1.45,md
665,1293322389260,1.032,0.01532,0.08,53.0,0.79,md
666,1293321728170,13.713,0.3885,0.12,81.0,1.7,ml
667,1293320404190,1.246,0.004505,0.04,58.0,0.22,md
668,1293316272890,5.452,0.1351,0.08,181.0,2.4,md
669,1293315340070,14.888,0.03106,0.18,99.0,0.19,ml
670,1293312761210,1.669,0.008108,0.04,57.0,0.5,md
671,1293312516040,4.559,0.01622,0.06,68.0,1.31,md
672,1293311481820,10.221,0.04379,0.21,65.0,1.3,ml
673,1293309465130,6.473,0.02218,0.2,65.0,2.01,ml
674,1293308234370,2.706,0.001802,0.06,38.0,1.1,md
675,1293304995860,5.223,0.04955,0.07,79.0,0.86,md
676,1293303866330,1.494,0.01532,0.06,128.0,0.77,md
677,1293302775850,13.085,0.05231,0.14,44.0,1.7,ml
678,1293300569970,2.311,0.007207,0.07,36.0,0.69,md
679,1293298411260,1.732,0.03333,0.13,93.0,0.83,md
680,1293296928030,1.564,0.0009009,0.06,78.0,0.63,md
681,1293295981850,0.988,0.01261,0.04,105.0,0.72,md
682,1293285088370,6.399,0.02319,0.08,220.0,0.61,ml
683,1293283712410,4.857,0.02703,0.14,67.0,0.7,md
684,1293282011170,10.269,0.01731,0.13,98.0,0.44,ml
685,1293281474760,1.774,0.00991,0.07,26.0,1.92,md
686,1293281405510,3.872,0.005405,0.08,116.0,0.9,md
687,1293280008120,2.766,0.1115,0.02,143.0,0.5,mh
688,1293276018720,7.579,0.00991,0.01,243.0,0.5,md
689,1293275982540,3.647,0.09362,0.08,97.0,0.5,mh
690,1293275510920,15.465,0.05543,0.14,62.0,1.08,ml
691,1293274458550,5.515,0.01622,0.06,65.0,1.34,md
692,1293273330060,3.251,0.002703,0.05,108.0,0.86,md
693,1293272402260,4.522,0.02162,0.04,88.0,1.3,md
694,1293272395500,0.394,0.002703,0.05,68.0,0.88,md
695,1293272133170,6.878,0.1193,0.1,125.0,0.77,ml
696,1293271600070,0.093,0.007531,0.22,118.0,0.6,mh
697,1293270590240,3.978,0.09294,0.06,127.0,0.5,mh
698,1293269760990,22.335,0.3009,0.09,98.0,1.45,md
699,1293267802700,1.175,0.009009,0.05,76.0,0.88,md
700,1293267484540,0.86,0.007207,0.04,175.0,0.07,md
701,1293266744100,0.117,0.01532,0.06,81.0,0.97,md
702,1293266009460,2.701,0.03784,0.01,313.0,0.4,md
703,1293263950000,2.18,0.01081,0.03,64.0,0.85,md
704,1293262971908,3.4,0.973,0.6719,339.77,1.6,ml
705,1293262816610,8.054,0.08393,0.11,58.0,1.16,ml
706,1293262807450,10.926,0.01802,0.09,66.0,1.24,md
707,1293262610360,3.561,0.02973,0.04,245.0,0.58,md
708,1293261904410,1.381,0.004505,0.03,87.0,0.17,md
709,1293258544920,7.8,0.04775,0.03,73.0,0.77,md
710,1293258530830,8.03,0.04595,0.04,72.0,0.86,md
711,1293258519690,8.01,0.04505,0.04,71.0,0.79,md
712,1293257288510,2.47,0.1108,0.15,113.0,0.6,md
713,1293256223760,1.174,0.01081,0.04,77.0,0.88,md
714,1293255065200,8.246,0.01622,0.08,69.0,1.5,md
715,1293254758684,13.0,0.26,0.0885,117.74,1.1,ml
716,1293254392430,16.645,0.09695,0.13,198.0,0.77,ml
717,1293254375200,0.02,0.002703,0.09,93.0,0.88,md
718,1293253398260,0.712,0.004505,0.04,100.0,0.33,md
719,1293252815440,3.076,0.07492,0.11,96.0,0.45,ml
720,1293252474610,15.006,0.1462,0.15,89.0,1.08,ml
721,1293251276040,3.949,0.02973,0.04,108.0,0.54,md
722,1293251243512,0.0,0.164,0.1406,177.94,0.4,ml
723,1293251058660,3.131,0.03243,0.06,71.0,1.05,md
724,1293250788440,7.756,0.08932,0.16,100.0,1.19,ml
725,1293250311640,8.681,0.0453,0.2,36.0,1.87,ml
726,1293249396020,7.612,0.03243,0.04,106.0,0.66,md
727,1293248188150,9.385,0.02883,0.05,77.0,0.76,md
728,1293248056345,8.5,0.271,0.0647,193.7,0.7,ml
729,1293246908490,15.194,0.03369,0.14,70.0,1.05,ml
730,1293246873060,15.105,0.03699,0.09,97.0,0.73,ml
731,1293246076910,15.716,0.02129,0.15,73.0,0.45,ml
732,1293245684440,12.157,0.1146,0.19,29.0,2.58,ml
733,1293243379575,0.0,1.064,0.1256,339.02,1.8,ml
734,1293243102470,1.1,0.006306,0.03,107.0,0.61,md
735,1293243093860,2.143,0.009009,0.04,100.0,0.51,md
736,1293242104980,0.994,0.0009009,0.08,35.0,2.01,md
737,1293240773140,13.674,0.02607,0.15,59.0,1.26,ml
738,1293239826525,14.5,0.267,0.0827,293.14,1.1,ml
739,1293236411390,7.311,0.04505,0.03,78.0,0.48,md
740,1293236145070,-0.866,0.01261,0.09,70.0,0.88,md
741,1293236048140,1.023,0.01081,0.06,113.0,0.55,md
742,1293235540200,15.044,0.03406,0.12,79.0,0.49,ml
743,1293235264710,0.998,0.00991,0.06,94.0,0.43,md
744,1293232042373,17.5,0.623,0.0606,314.47,1.6,ml
745,1293231610550,4.192,0.03604,0.08,131.0,1.0,md
746,1293231070226,0.0,0.147,0.0537,271.24,0.7,ml
747,1293230814000,2.329,0.008108,0.05,76.0,0.41,md
748,1293230742700,2.309,0.00991,0.07,33.0,2.1,md
749,1293229927120,1.552,0.001802,0.05,60.0,0.57,md
750,1293229527990,2.819,0.005405,0.05,35.0,1.05,md
751,1293229341220,1.16,0.003604,0.05,128.0,0.26,md
752,1293228950070,8.512,0.09838,0.1,121.0,0.57,ml
753,1293226647070,1.991,0.009009,0.06,42.0,1.27,md
754,1293224315290,-0.874,0.00991,0.04,173.0,0.28,md
755,1293223932160,0.698,0.006306,0.07,63.0,1.32,md
756,1293223070421,8.2,0.153,0.1049,149.06,1.7,ml
757,1293222474520,3.217,0.01802,0.0,177.0,0.18,md
758,1293220116550,2.254,0.02733,0.07,174.0,0.6,mh
759,1293219519660,5.123,0.03243,0.2,37.0,0.64,md
760,1293218000380,3.226,0.003604,0.08,40.0,1.0,md
761,1293217810670,4.197,0.2425,0.08,306.0,1.08,ml
762,1293217373430,6.768,0.01622,0.1,59.0,0.63,md
763,1293216646510,0.692,0.01351,0.03,123.0,0.76,md
764,1293215817710,-0.865,0.02432,0.09,206.0,0.55,md
765,1293215156520,0.883,0.01532,0.05,59.0,0.85,md
766,1293214664660,1.737,0.01171,0.05,106.0,0.43,md
767,1293213573700,11.314,0.05863,0.15,94.0,0.69,ml
768,1293212828570,-0.495,0.01081,0.05,100.0,0.28,md
769,1293211960140,6.759,0.02427,0.11,92.0,0.75,ml
770,1293208964410,9.826,0.02523,0.04,167.0,0.8,md
771,1293208609783,0.0,0.401,0.1756,211.26,2.1,ml
772,1293207806800,7.923,0.1798,0.14,72.0,0.75,ml
773,1293207282320,2.467,0.009009,0.04,146.0,0.95,md
774,1293207140420,0.139,0.01351,0.06,79.0,0.87,md
775,1293207001930,3.7,0.01441,0.02,141.0,0.18,md
776,1293206397970,10.846,0.02342,0.08,94.0,1.46,md
777,1293204234960,11.65,0.04595,0.1,65.0,1.59,md
778,1293204068560,2.218,0.05225,0.07,101.0,1.26,md
779,1293203564990,2.278,0.003604,0.02,132.0,0.45,md
780,1293200433940,11.262,0.04144,0.16,68.0,2.17,md
781,1293200410880,3.803,0.04992,0.07,127.0,0.68,ml
782,1293200172400,-0.35,0.004505,0.07,67.0,0.6,md
783,1293199819070,7.933,0.1033,0.12,132.0,1.0,ml
784,1293198884180,1.094,0.01171,0.07,111.0,0.44,md
785,1293197896070,9.525,0.08378,0.03,92.0,1.89,md
786,1293197169660,4.068,0.02883,0.07,87.0,0.68,md
787,1293195672130,2.242,0.1144,0.08,178.0,0.68,md
788,1293195623790,-1.117,0.01351,0.03,139.0,-0.04,md
789,1293195559890,24.495,0.1234,0.12,99.0,3.69,mw
790,1293195547900,2.256,0.003604,0.04,53.0,0.93,md
791,1293193327830,0.633,0.02377,0.1,92.0,0.3,mh
792,1293192491150,-0.731,0.02973,0.25,134.0,0.45,md
793,1293191280250,15.943,0.08079,0.15,52.0,1.18,ml
794,1293191192260,13.58,0.02787,0.13,60.0,1.02,ml
795,1293190692510,2.269,0.002703,0.06,33.0,0.88,md
796,1293189723940,1.066,0.01261,0.03,127.0,0.69,md
797,1293189644560,13.999,0.0955,0.06,162.0,1.74,md
798,1293189474080,18.528,0.2694,0.19,201.0,1.48,md
799,1293189264490,1.375,0.00991,0.06,62.0,0.56,md
800,1293186709890,0.158,0.01171,0.03,125.0,0.56,md
801,1293185689650,4.08,0.09515,0.13,131.0,0.83,ml
802,1293184933840,3.463,0.1222,0.17,101.0,0.66,ml
803,1293183208875,9.9,0.193,0.0579,315.82,1.2,ml
804,1293180885480,2.024,0.004505,0.05,50.0,1.06,md
805,1293180470860,0.459,0.01532,0.01,147.0,0.37,md
806,1293180119990,6.389,0.02541,0.07,104.0,0.09,ml
807,1293179783920,5.623,0.008108,0.03,96.0,0.17,md
808,1293178188440,4.888,0.03243,0.03,173.0,0.49,md
809,1293177418550,6.947,0.02708,0.04,132.0,0.13,ml
810,1293176770580,-0.767,0.01261,0.03,94.0,0.33,md
811,1293174863210,7.239,0.0291,0.09,96.0,0.28,ml
812,1293174844500,5.832,0.05225,0.1,45.0,1.61,md
813,1293174564500,7.291,0.04883,0.16,78.0,0.65,ml
814,1293173729740,5.176,0.1342,0.02,137.0,0.86,md
815,1293173583910,2.145,0.007207,0.06,148.0,0.42,md
816,1293172913880,3.826,0.1144,0.02,139.0,0.62,md
817,1293171935340,2.319,0.006306,0.06,45.0,1.03,md
818,1293171047010,1.083,0.01351,0.02,160.0,0.54,md
819,1293170456260,4.343,0.09459,0.04,218.0,0.57,md
820,1293167851360,8.938,0.1139,0.16,79.0,1.04,ml
821,1293167432860,12.367,0.08159,0.09,42.0,0.96,ml
822,1293167129580,2.74,0.08919,0.16,105.0,0.57,md
823,1293166703180,2.35,0.005405,0.06,43.0,1.0,md
824,1293164289210,3.432,0.1423,0.06,58.0,2.02,md
825,1293164052310,1.897,0.01171,0.03,171.0,0.56,md
826,1293163546460,5.936,0.03874,0.03,92.0,0.59,md
827,1293163494590,0.413,0.08468,0.26,88.0,1.1,md
828,1293162075590,3.129,0.01698,0.08,136.0,0.47,ml
829,1293161954350,3.05,0.01916,0.08,102.0,0.83,ml
830,1293161679250,7.109,0.02343,0.11,72.0,0.88,ml
831,1293160894570,6.21,0.05405,0.18,68.0,0.57,md
832,1293158454960,1.155,0.005405,0.03,95.0,0.43,md
833,1293158078490,3.126,0.004505,0.06,66.0,0.23,md
834,1293157807720,-0.789,0.05676,0.1,334.0,0.59,md
835,1293156956830,1.616,0.02072,0.05,73.0,0.86,md
836,1293156899170,0.894,0.00991,0.01,137.0,0.43,md
837,1293155166650,2.234,0.00991,0.06,133.0,0.55,md
838,1293155150160,2.749,0.007207,0.06,70.0,0.88,md
839,1293154646410,0.371,0.01261,0.03,134.0,0.18,md
840,1293153606160,0.623,0.02606,0.11,77.0,0.5,mh
841,1293151873640,4.271,0.1135,0.03,138.0,1.41,md
842,1293151705450,12.046,0.0991,0.14,217.0,1.36,md
843,1293151661020,4.401,0.1135,0.04,138.0,1.83,md
844,1293150968740,4.873,0.1658,0.23,123.0,2.19,md
845,1293146608460,4.922,0.01532,0.07,283.0,0.98,md
846,1293144256130,5.644,0.03153,0.07,51.0,1.47,md
847,1293143937415,0.0,0.195,0.1153,160.42,1.7,ml
848,1293142732410,1.543,0.02032,0.04,92.0,0.87,ml
849,1293140792050,-1.098,0.01812,0.07,109.0,0.56,ml
850,1293140428940,13.918,0.05556,0.15,93.0,0.89,ml
851,1293138359560,8.564,0.0234,0.25,34.0,2.04,ml
852,1293137756950,1.287,0.005405,0.03,40.0,0.43,md
853,1293137276110,2.061,0.006306,0.06,39.0,1.49,md
854,1293136541690,1.8,0.003604,0.07,57.0,0.89,md
855,1293135934880,8.368,0.1144,0.08,45.0,2.51,md
856,1293133415090,4.534,0.01532,0.05,130.0,0.63,md
857,1293132350150,6.629,0.02398,0.08,75.0,0.64,ml
858,1293132120010,0.652,0.006306,0.05,222.0,0.2,md
859,1293131778820,3.995,0.06216,0.01,145.0,0.33,md
860,1293131761150,4.095,0.06396,0.02,145.0,0.67,md
861,1293130659440,1.59,0.005405,0.07,44.0,1.77,md
862,1293130309210,7.183,0.02869,0.08,132.0,0.26,ml
863,1293128306790,1.172,0.004505,0.05,116.0,0.57,md
864,1293126291420,4.887,0.004505,0.12,51.0,2.13,md
865,1293126254590,0.783,0.02726,0.08,85.0,1.04,ml
866,1293125970980,-0.66,0.0009009,0.0,165.0,0.52,md
867,1293123326270,7.823,0.133,0.17,75.0,0.72,ml
868,1293123195700,0.485,0.008108,0.04,72.0,0.94,md
869,1293122091040,2.299,0.009009,0.07,43.0,1.0,md
870,1293121858850,2.83,0.008108,0.05,72.0,0.51,md
871,1293120843750,1.384,0.01532,0.04,74.0,0.69,md
872,1293120083970,1.706,0.01982,0.06,72.0,0.52,md
873,1293119930070,-0.094,0.007207,0.01,172.0,0.59,md
874,1293119910820,-0.676,0.01261,0.06,89.0,1.18,md
875,1293119902500,-0.39,0.01441,0.07,91.0,0.78,md
876,1293119860990,0.234,0.01171,0.08,80.0,1.22,md
877,1293119301310,1.825,0.007207,0.06,52.0,1.01,md
878,1293118839140,1.088,0.01441,0.03,131.0,0.68,md
879,1293117298260,2.712,0.008108,0.02,108.0,0.56,md
880,1293114378290,8.52,0.04701,0.06,144.0,0.94,ml
881,1293113597680,1.092,0.006306,0.05,125.0,0.52,md
882,1293112229930,15.852,0.05385,0.16,46.0,1.48,ml
